ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
25931,JE235752,05/19/2021 09:28:00 PM,017XX E 71ST ST,110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,332,3,5,43,01A,1188979,1858278,2021,09/18/2022 04:45:51 PM,41.766174746,-87.582878208,"(41.766174746, -87.582878208)"
25930,JE235091,05/19/2021 12:10:00 PM,074XX S DR MARTIN LUTHER KING JR DR,110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,323,3,6,69,01A,1180198,1855702,2021,09/18/2022 04:45:51 PM,41.759311656,-87.615142204,"(41.759311656, -87.615142204)"
26775,JF248235,05/19/2022 04:20:00 PM,117XX S WENTWORTH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,522,5,34,53,01A,1177044,1827167,2022,09/18/2022 04:45:51 PM,41.68107948,-87.627558775,"(41.68107948, -87.627558775)"
26776,JF248696,05/19/2022 10:41:00 PM,008XX N STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1832,18,2,8,01A,1176223,1905805,2022,09/18/2022 04:45:51 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
26777,JF248696,05/19/2022 10:41:00 PM,008XX N STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1832,18,2,8,01A,1176223,1905805,2022,09/18/2022 04:45:51 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
27507,JG257079,05/19/2023 02:27:00 PM,069XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,322,3,6,69,01A,1178789,1859179,2023,05/26/2023 04:49:24 PM,41.768885085,-87.620200454,"(41.768885085, -87.620200454)"
27506,JG267060,05/19/2023 06:34:00 PM,007XX E 133RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,true,533,5,10,54,01A,1183593,1817486,2023,05/26/2023 04:49:24 PM,41.654363697,-87.603886182,"(41.654363697, -87.603886182)"
19401,HS317388,05/20/2010 02:54:00 PM,074XX N MARSHFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,2422,24,49,1,01A,1164241,1949751,2010,09/18/2022 04:45:51 PM,42.017740199,-87.670963396,"(42.017740199, -87.670963396)"
19398,HS317786,05/20/2010 07:10:00 PM,059XX S SANGAMON ST,110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,712,7,16,68,01A,1170992,1865420,2010,09/18/2022 04:45:51 PM,41.786184976,-87.648598206,"(41.786184976, -87.648598206)"
19397,HS316438,05/20/2010 12:07:00 AM,003XX E 85TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,632,6,6,44,01A,1180125,1848715,2010,09/18/2022 04:45:51 PM,41.740140214,-87.615623344,"(41.740140214, -87.615623344)"
19875,HT305200,05/20/2011 01:45:00 PM,064XX S TALMAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,825,8,15,66,01A,1159818,1861804,2011,09/18/2022 04:45:51 PM,41.776499057,-87.689667076,"(41.776499057, -87.689667076)"
19874,HT304047,05/20/2011 05:57:00 AM,073XX N PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,2423,24,49,1,01A,1163842,1948835,2011,08/31/2022 04:51:30 PM,42.015235142,-87.672457652,"(42.015235142, -87.672457652)"
19876,HT305737,05/20/2011 06:25:00 PM,047XX W VAN BUREN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1131,11,24,25,01A,1144856,1897606,2011,08/31/2022 04:51:30 PM,41.875039202,-87.743616835,"(41.875039202, -87.743616835)"
19877,HT306130,05/20/2011 11:35:00 PM,116XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,524,5,34,53,01A,1173086,1827373,2011,09/18/2022 04:45:51 PM,41.681732837,-87.642041028,"(41.681732837, -87.642041028)"
20421,HV295504,05/20/2012 08:20:00 PM,079XX S TROY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,835,8,18,70,01A,1156758,1851813,2012,09/18/2022 04:45:51 PM,41.749144511,-87.701154143,"(41.749144511, -87.701154143)"
20420,HV294343,05/20/2012 12:34:00 AM,101XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,511,5,9,49,01A,1179051,1837553,2012,09/18/2022 04:45:51 PM,41.70953478,-87.619897253,"(41.70953478, -87.619897253)"
20885,HW283616,05/20/2013 11:41:00 PM,031XX S RHODES AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,211,2,4,35,01A,1180417,1884081,2013,09/18/2022 04:45:51 PM,41.837181118,-87.613468578,"(41.837181118, -87.613468578)"
21383,HX266832,05/20/2014 03:45:00 AM,039XX W POLK ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1132,11,24,26,01A,1150298,1896077,2014,08/31/2022 04:51:30 PM,41.870739112,-87.723675732,"(41.870739112, -87.723675732)"
21874,HY267522,05/20/2015 02:53:00 PM,039XX W SCHOOL ST,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1732,17,30,21,01A,1149693,1921655,2015,09/18/2022 04:45:51 PM,41.940939441,-87.725231207,"(41.940939441, -87.725231207)"
21868,HY268571,05/20/2015 08:12:00 PM,048XX S KARLOV AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,815,8,14,57,01A,1149843,1872298,2015,08/31/2022 04:51:30 PM,41.80549527,-87.725963532,"(41.80549527, -87.725963532)"
21867,HY267833,05/20/2015 11:44:00 AM,022XX W 63RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,825,8,15,66,01A,1162394,1862818,2015,09/18/2022 04:45:51 PM,41.779228314,-87.680195316,"(41.779228314, -87.680195316)"
24195,HZ271744,05/20/2016 01:52:00 AM,066XX W 63RD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,812,8,23,64,01A,1133033,1862011,2016,09/18/2022 04:45:51 PM,41.777575289,-87.787856579,"(41.777575289, -87.787856579)"
22496,HZ272490,05/20/2016 04:00:00 PM,035XX S STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,213,2,3,35,01A,1176847,1881672,2016,08/31/2022 04:51:30 PM,41.830651986,-87.62664099,"(41.830651986, -87.62664099)"
22495,HZ271793,05/20/2016 05:55:00 AM,069XX S PRAIRIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,322,3,6,69,01A,1179239,1859091,2016,08/31/2022 04:51:30 PM,41.768633353,-87.618553668,"(41.768633353, -87.618553668)"
23300,JA271569,05/20/2017 03:45:00 PM,041XX N ST LOUIS AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1723,17,33,16,01A,1152317,1927265,2017,09/18/2022 04:45:51 PM,41.956282207,-87.715438327,"(41.956282207, -87.715438327)"
23299,JA271504,05/20/2017 12:59:00 AM,080XX S ESSEX AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,422,4,7,46,01A,1194249,1852151,2017,09/18/2022 04:45:51 PM,41.749233993,-87.563763037,"(41.749233993, -87.563763037)"
23951,JB271122,05/20/2018 12:30:00 PM,018XX S KOMENSKY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1012,10,24,29,01A,1149677,1890729,2018,09/18/2022 04:45:51 PM,41.856075642,-87.726094533,"(41.856075642, -87.726094533)"
24550,JC270190,05/20/2019 01:13:00 AM,001XX N HERMITAGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1224,12,27,28,01A,1164708,1901279,2019,09/18/2022 04:45:51 PM,41.884720804,-87.670624155,"(41.884720804, -87.670624155)"
24551,JC271105,05/20/2019 06:07:00 PM,078XX S STATE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,623,6,6,69,01A,1177650,1852817,2019,08/31/2022 04:51:30 PM,41.751452878,-87.624567581,"(41.751452878, -87.624567581)"
25099,JD237809,05/20/2020 05:11:00 PM,007XX N LOREL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1524,15,37,25,01A,1140539,1904474,2020,08/31/2022 04:51:30 PM,41.893966155,-87.759298631,"(41.893966155, -87.759298631)"
25932,JE223102,05/20/2021 04:34:00 PM,006XX W 31ST ST,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,915,9,11,60,01A,1172315,1884344,2021,09/18/2022 04:45:51 PM,41.838085292,-87.643190224,"(41.838085292, -87.643190224)"
27090,HR468886,05/20/2022 03:55:00 AM,052XX W WASHINGTON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1522,15,28,25,01A,1141510,1900251,2022,12/30/2022 03:44:53 PM,41.882359845,-87.755836794,"(41.882359845, -87.755836794)"
27509,JG267463,05/20/2023 02:53:00 AM,020XX N PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,2525,25,26,20,01A,1149390,1913073,2023,05/27/2023 04:48:01 PM,41.91739557,-87.726568067,"(41.91739557, -87.726568067)"
19878,HT306214,05/21/2011 02:51:00 AM,015XX N LEAMINGTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2533,25,37,25,01A,1141759,1909653,2011,09/18/2022 04:45:51 PM,41.908155444,-87.754689609,"(41.908155444, -87.754689609)"
20423,HV295764,05/21/2012 02:00:00 AM,022XX S LEAVITT ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1034,10,25,31,01A,1162048,1889181,2012,09/18/2022 04:45:51 PM,41.851578719,-87.680729788,"(41.851578719, -87.680729788)"
20422,HV295764,05/21/2012 12:44:00 AM,022XX S LEAVITT ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1034,10,25,31,01A,1162048,1889181,2012,09/18/2022 04:45:51 PM,41.851578719,-87.680729788,"(41.851578719, -87.680729788)"
20886,HW284829,05/21/2013 05:35:00 PM,043XX S PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,924,9,12,61,01A,1165735,1875956,2013,08/31/2022 04:51:30 PM,41.815210275,-87.667573802,"(41.815210275, -87.667573802)"
21385,HX270458,05/21/2014 05:42:00 PM,007XX N SPRINGFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1112,11,27,23,01A,1150255,1904709,2014,09/18/2022 04:45:51 PM,41.894427099,-87.723608442,"(41.894427099, -87.723608442)"
21875,HY269141,05/21/2015 12:12:00 PM,084XX S COMMERCIAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,424,4,7,46,01A,1197600,1849783,2015,09/18/2022 04:45:51 PM,41.742653123,-87.551562764,"(41.742653123, -87.551562764)"
22498,HZ273166,05/21/2016 03:22:00 AM,079XX S ELLIS AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,true,624,6,8,44,01A,1184269,1852603,2016,09/18/2022 04:45:51 PM,41.750713454,-87.600319057,"(41.750713454, -87.600319057)"
22499,HZ274048,05/21/2016 08:04:00 PM,070XX S CARPENTER ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,733,7,6,68,01A,1170529,1858153,2016,09/18/2022 04:45:51 PM,41.766253559,-87.650507353,"(41.766253559, -87.650507353)"
22497,HZ273076,05/21/2016 12:59:00 AM,000XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,225,2,3,40,01A,1177127,1868423,2016,09/18/2022 04:45:51 PM,41.794289231,-87.626013772,"(41.794289231, -87.626013772)"
23301,JA272665,05/21/2017 01:53:00 AM,049XX W HUBBARD ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,15,28,25,01A,1143413,1902560,2017,08/31/2022 04:51:30 PM,41.888660665,-87.748791115,"(41.888660665, -87.748791115)"
23303,JA273232,05/21/2017 02:52:00 PM,001XX N PARKSIDE AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,1512,15,29,25,01A,1138572,1900591,2017,08/31/2022 04:51:30 PM,41.883346594,-87.766617078,"(41.883346594, -87.766617078)"
24552,JC271728,05/21/2019 06:40:00 AM,016XX S LAWNDALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1014,10,24,29,01A,1151969,1891573,2019,08/31/2022 04:51:30 PM,41.85834689,-87.717659458,"(41.85834689, -87.717659458)"
25937,JE237082,05/21/2021 02:32:00 AM,060XX S RACINE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,712,7,16,68,01A,1169355,1864718,2021,09/18/2022 04:45:51 PM,41.784294223,-87.654620576,"(41.784294223, -87.654620576)"
25938,JE237102,05/21/2021 03:45:00 AM,073XX S BLACKSTONE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,324,3,8,43,01A,1187480,1856442,2021,09/18/2022 04:45:51 PM,41.761172356,-87.588430774,"(41.761172356, -87.588430774)"
25933,JE237167,05/21/2021 06:20:00 AM,047XX W JACKSON BLVD,110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,1131,11,28,25,01A,1144771,1898269,2021,09/18/2022 04:45:51 PM,41.876860157,-87.743912207,"(41.876860157, -87.743912207)"
25939,JE200739,05/21/2021 08:40:00 PM,106XX S HOXIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,434,4,10,51,01A,1195213,1834883,2021,09/18/2022 04:45:51 PM,41.701825336,-87.560798502,"(41.701825336, -87.560798502)"
25940,JE238122,05/21/2021 10:53:00 PM,005XX N KEDZIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,LIQUOR STORE,true,false,1221,12,27,23,01A,1154949,1903386,2021,09/18/2022 04:45:51 PM,41.890703831,-87.70640419,"(41.890703831, -87.70640419)"
26988,JF171114,05/21/2022 01:43:00 AM,081XX S THROOP ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,613,6,21,71,01A,1169078,1850705,2022,09/18/2022 04:45:51 PM,41.745846742,-87.656040713,"(41.745846742, -87.656040713)"
19879,HT309082,05/22/2011 10:28:00 PM,009XX S PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,11,24,26,01A,1149858,1895644,2011,08/31/2022 04:51:30 PM,41.869559474,-87.725302397,"(41.869559474, -87.725302397)"
20424,HV297328,05/22/2012 02:24:00 AM,116XX S HALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2212,22,19,75,01A,1164716,1827366,2012,08/31/2022 04:51:30 PM,41.681893839,-87.672680179,"(41.681893839, -87.672680179)"
20425,HV298101,05/22/2012 03:50:00 PM,070XX S PERRY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,731,7,6,69,01A,1176615,1858322,2012,08/31/2022 04:51:30 PM,41.766582569,-87.628194981,"(41.766582569, -87.628194981)"
20426,HV298734,05/22/2012 10:30:00 PM,002XX N LOREL AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1523,15,28,25,01A,1140665,1901266,2012,09/18/2022 04:45:51 PM,41.885160694,-87.758914739,"(41.885160694, -87.758914739)"
20887,HW282261,05/22/2013 01:01:00 PM,049XX N WHIPPLE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1713,17,33,14,01A,1155151,1932601,2013,09/18/2022 04:45:51 PM,41.970867968,-87.704875903,"(41.970867968, -87.704875903)"
20888,HW286248,05/22/2013 03:21:00 PM,071XX S OAKLEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,832,8,18,66,01A,1162304,1857322,2013,09/18/2022 04:45:51 PM,41.764148399,-87.680678169,"(41.764148399, -87.680678169)"
20889,HW286248,05/22/2013 03:21:00 PM,071XX S OAKLEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,832,8,18,66,01A,1162304,1857322,2013,09/18/2022 04:45:51 PM,41.764148399,-87.680678169,"(41.764148399, -87.680678169)"
21386,HX271430,05/22/2014 01:54:00 AM,013XX N HAMLIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2535,25,30,23,01A,1150809,1908305,2014,08/31/2022 04:51:30 PM,41.904284061,-87.721479559,"(41.904284061, -87.721479559)"
21387,HX272590,05/22/2014 09:47:00 PM,107XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,513,5,9,49,01A,1179484,1833766,2014,09/18/2022 04:45:51 PM,41.699132882,-87.618426688,"(41.699132882, -87.618426688)"
21390,HX272669,05/22/2014 10:42:00 PM,064XX S FRANCISCO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,823,8,15,66,01A,1158152,1861854,2014,09/18/2022 04:45:51 PM,41.77667032,-87.69577323,"(41.77667032, -87.69577323)"
21877,HY270036,05/22/2015 05:33:00 PM,013XX W 31ST ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,913,9,11,60,01A,1167829,1884227,2015,09/18/2022 04:45:51 PM,41.837861963,-87.659654778,"(41.837861963, -87.659654778)"
22501,HZ275089,05/22/2016 04:45:00 PM,069XX S WABASH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,322,3,6,69,01A,1177921,1859108,2016,09/18/2022 04:45:51 PM,41.768709958,-87.623384245,"(41.768709958, -87.623384245)"
23305,JA275021,05/22/2017 11:55:00 PM,002XX W 59TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,232,2,20,68,01A,1175957,1865850,2017,08/31/2022 04:51:30 PM,41.787254994,-87.630381236,"(41.787254994, -87.630381236)"
23302,JA273778,05/22/2017 12:08:00 AM,004XX E 79TH ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,624,6,6,69,01A,1180749,1852732,2017,09/18/2022 04:45:51 PM,41.751149013,-87.613213936,"(41.751149013, -87.613213936)"
23304,JA274251,05/22/2017 12:10:00 PM,084XX S HERMITAGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,614,6,21,71,01A,1166148,1848722,2017,08/31/2022 04:51:30 PM,41.740467887,-87.666833118,"(41.740467887, -87.666833118)"
23953,JB273286,05/22/2018 03:31:00 AM,030XX W BELMONT AVE,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,true,false,1411,14,33,21,01A,1155737,1921124,2018,08/31/2022 04:51:30 PM,41.939362537,-87.703031512,"(41.939362537, -87.703031512)"
24553,JC274276,05/22/2019 07:39:00 PM,080XX S EMERALD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,621,6,21,71,01A,1172697,1851644,2019,09/18/2022 04:45:51 PM,41.748344547,-87.64275238,"(41.748344547, -87.64275238)"
25101,JD239041,05/22/2020 01:21:00 AM,001XX N LOREL AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1523,15,28,25,01A,1140678,1900906,2020,09/18/2022 04:45:51 PM,41.88417257,-87.75887585,"(41.88417257, -87.75887585)"
25102,JD239061,05/22/2020 02:31:00 AM,078XX S DR MARTIN LUTHER KING JR DR,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,623,6,6,69,01A,1180265,1853045,2020,09/18/2022 04:45:51 PM,41.752019022,-87.614977963,"(41.752019022, -87.614977963)"
25103,JD239937,05/22/2020 11:48:00 PM,056XX S PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,715,7,16,67,01A,1165970,1867373,2020,09/18/2022 04:45:51 PM,41.791652523,-87.666955877,"(41.791652523, -87.666955877)"
25944,JE238268,05/22/2021 02:10:00 AM,040XX W WILCOX ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,11,28,26,01A,1149387,1899028,2021,08/31/2022 04:51:30 PM,41.8788547,-87.726943813,"(41.8788547, -87.726943813)"
25943,JE238268,05/22/2021 02:25:00 AM,040XX W WILCOX ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,11,28,26,01A,1149387,1899028,2021,09/18/2022 04:45:51 PM,41.8788547,-87.726943813,"(41.8788547, -87.726943813)"
25942,JE238194,05/22/2021 02:39:00 AM,039XX W LEXINGTON ST,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1132,11,24,26,01A,1150178,1896406,2021,09/18/2022 04:45:51 PM,41.871644264,-87.724107724,"(41.871644264, -87.724107724)"
25945,JE239109,05/22/2021 07:50:00 PM,055XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,225,2,20,40,01A,1178102,1868245,2021,09/18/2022 04:45:51 PM,41.793778713,-87.622443909,"(41.793778713, -87.622443909)"
25941,JE238122,05/22/2021 12:04:00 AM,005XX N KEDZIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,LIQUOR STORE,true,false,1221,12,27,23,01A,1154949,1903386,2021,08/31/2022 04:51:30 PM,41.890703831,-87.70640419,"(41.890703831, -87.70640419)"
26779,JF251130,05/22/2022 01:31:00 AM,078XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,612,6,17,71,01A,1167473,1852841,2022,09/18/2022 04:45:51 PM,41.751742742,-87.661860682,"(41.751742742, -87.661860682)"
27510,JG270742,05/22/2023 05:39:00 PM,010XX N PARKSIDE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,15,29,25,01A,1138495,1906366,2023,05/29/2023 04:48:37 PM,41.899195317,-87.766759805,"(41.899195317, -87.766759805)"
27511,JG270991,05/22/2023 07:40:00 PM,054XX S NASHVILLE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,811,8,23,56,01A,1133308,1867677,2023,05/29/2023 04:48:37 PM,41.793119057,-87.786716349,"(41.793119057, -87.786716349)"
27512,JG271163,05/22/2023 11:07:00 PM,003XX W 104TH PL,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,512,5,21,49,01A,1176009,1835633,2023,05/29/2023 04:48:37 PM,41.70433465,-87.631094752,"(41.70433465, -87.631094752)"
19405,HS321753,05/23/2010 05:15:00 AM,050XX W AUGUSTA BLVD,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1531,15,37,25,01A,1142722,1906188,2010,09/18/2022 04:45:51 PM,41.898629212,-87.751238366,"(41.898629212, -87.751238366)"
19406,HS322781,05/23/2010 09:20:00 PM,058XX S RUSSELL DR,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,234,2,20,40,01A,1180168,1866403,2010,09/18/2022 04:45:51 PM,41.788676964,-87.614924537,"(41.788676964, -87.614924537)"
19880,HT309472,05/23/2011 04:32:00 AM,085XX S MUSKEGON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,423,4,10,46,01A,1196635,1848935,2011,09/18/2022 04:45:51 PM,41.740350147,-87.555126561,"(41.740350147, -87.555126561)"
19881,HT309489,05/23/2011 06:51:00 AM,039XX W 14TH ST,110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,1011,10,24,29,01A,1150450,1893091,2011,09/18/2022 04:45:51 PM,41.862542217,-87.723195599,"(41.862542217, -87.723195599)"
19882,HT311295,05/23/2011 11:58:00 PM,106XX S CHAMPLAIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,512,5,9,50,01A,1182491,1834522,2011,09/18/2022 04:45:51 PM,41.701138424,-87.607393187,"(41.701138424, -87.607393187)"
20890,HW287201,05/23/2013 10:01:00 AM,019XX S SPAULDING AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1024,10,24,29,01A,1154671,1890269,2013,08/31/2022 04:51:30 PM,41.85471497,-87.707776218,"(41.85471497, -87.707776218)"
21391,HX272763,05/23/2014 12:27:00 AM,039XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,true,213,2,3,38,01A,1178247,1878952,2014,08/31/2022 04:51:30 PM,41.823156373,-87.621587057,"(41.823156373, -87.621587057)"
21879,HY271945,05/23/2015 01:15:00 PM,000XX N LARAMIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1533,15,28,25,01A,1141718,1899725,2015,09/18/2022 04:45:51 PM,41.880912591,-87.75508602,"(41.880912591, -87.75508602)"
21876,HY271504,05/23/2015 01:46:00 AM,017XX W PIERCE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1433,14,1,24,01A,1164469,1910424,2015,09/18/2022 04:45:51 PM,41.909820423,-87.67124264,"(41.909820423, -87.67124264)"
21878,HY271518,05/23/2015 02:51:00 AM,010XX W 14TH PL,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1232,12,25,28,01A,1169791,1893234,2015,08/31/2022 04:51:30 PM,41.862535492,-87.652193172,"(41.862535492, -87.652193172)"
21889,HY242453,05/23/2015 06:19:00 PM,037XX S VINCENNES AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,212,2,4,36,01A,1180865,1880147,2015,09/18/2022 04:45:51 PM,41.826375628,-87.611945922,"(41.826375628, -87.611945922)"
23306,JA005060,05/23/2017 02:30:00 AM,098XX S AVENUE H,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,432,4,10,52,01A,1202788,1840516,2017,08/31/2022 04:51:30 PM,41.717092925,-87.532870094,"(41.717092925, -87.532870094)"
23307,JA276477,05/23/2017 08:29:00 PM,007XX W MARQUETTE RD,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,723,7,6,68,01A,1172583,1860446,2017,08/31/2022 04:51:30 PM,41.772500833,-87.642911248,"(41.772500833, -87.642911248)"
23954,JB247027,05/23/2018 02:19:00 PM,053XX S PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,932,9,16,61,01A,1165920,1869215,2018,09/18/2022 04:45:51 PM,41.796708258,-87.667086872,"(41.796708258, -87.667086872)"
24554,JC274572,05/23/2019 01:00:00 AM,069XX S MAPLEWOOD AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,832,8,17,66,01A,1160573,1858532,2019,08/31/2022 04:51:30 PM,41.767504682,-87.686989416,"(41.767504682, -87.686989416)"
24555,JC274616,05/23/2019 01:47:00 AM,019XX W MARQUETTE RD,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,726,7,16,67,01A,1164390,1860230,2019,08/31/2022 04:51:30 PM,41.772084662,-87.672950608,"(41.772084662, -87.672950608)"
25104,JD240104,05/23/2020 06:30:00 AM,059XX S JUSTINE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,713,7,16,67,01A,1167026,1865272,2020,08/31/2022 04:51:30 PM,41.785864598,-87.663143774,"(41.785864598, -87.663143774)"
25108,JD240685,05/23/2020 07:05:00 PM,039XX W GRENSHAW ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,11,24,29,01A,1150355,1894752,2020,09/18/2022 04:45:51 PM,41.867102048,-87.723501022,"(41.867102048, -87.723501022)"
25106,JD240706,05/23/2020 07:19:00 PM,013XX W 97TH PL,110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2213,22,21,73,01A,1169202,1840177,2020,09/18/2022 04:45:51 PM,41.716953706,-87.655889975,"(41.716953706, -87.655889975)"
25105,JD241035,05/23/2020 10:39:00 PM,061XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,311,3,20,40,01A,1178650,1864408,2020,08/31/2022 04:51:30 PM,41.78323716,-87.620551093,"(41.78323716, -87.620551093)"
